shap_sales_lag_1,shap_sales_lag_2,shap_sales_lag_7,shap_sales_lag_14,shap_sales_lag_28,shap_sales_rolling_mean_7,shap_sales_rolling_mean_28,shap_sales_rolling_std_7,shap_dayofweek,shap_month,shap_quarter,shap_day,shap_is_weekend,shap_is_month_start,shap_is_month_end,shap_onpromotion,shap_holiday_impact,shap_family_encoded,shap_temperature_c,shap_rainfall_mm,shap_windspeed_kmh,shap_cpi_normalized,shap_fuel_normalized,date,store_nbr,item_nbr,actual,prediction,base_value
-8.004937,0.6879193,-23.752743,-8.881785,-5.0792913,-20.038343,-35.694523,1.6909642,-1.9966568,-0.40912566,0.050734654,-0.8817807,-1.2545693,-0.067794755,0.0004622552,-0.46149942,0.0028555545,-1.9550937,2.1981492,-0.07318011,0.055753876,1.1955123,-0.0041567786,2017-02-08,44,265559,66.0,45.95743,148.63055
-4.1599083,0.66454536,-20.538145,-8.2978325,-5.228439,-18.380236,-35.255802,1.9470751,-9.341749,-0.38328502,0.026557708,-1.0282164,-1.2824438,-0.04990398,-0.0011648228,-0.61220765,0.0028555545,-2.0024824,-0.24337126,-0.054172765,0.016198521,0.9351539,-0.0041567786,2017-02-09,44,265559,53.0,45.359406,148.63055
-5.612657,0.7974166,-16.26114,-8.9921465,-6.3188214,-18.63626,-35.820465,1.8144292,-3.1071908,-0.42221016,0.041256625,-1.129074,-1.1841193,-0.06763365,-0.00081197056,-0.6089919,0.0032875645,-2.170111,-0.23403944,-0.07971552,0.070232384,-0.12546174,-0.0041567786,2017-02-10,44,265559,69.0,50.582184,148.63055
-4.064285,0.57617384,-14.418501,-2.6037805,-4.5324173,-18.611118,-39.71613,0.7299795,8.729387,-0.26946375,0.03911406,-0.898438,3.0005949,-0.039228313,-0.00043544627,-0.5632478,0.008203934,-2.7753305,0.01778623,-0.006170012,0.12527394,1.1222816,-0.0041567786,2017-02-11,44,265559,105.0,74.476685,148.63055
-0.24764872,0.6839546,-11.505021,-1.3832239,-4.971032,-18.397648,-34.62386,0.95805264,16.524483,-0.28522757,0.0422594,-1.245513,3.6598332,-0.026204996,-0.00043544627,-0.5680443,0.009312602,-2.8910034,0.02794789,-0.050984733,-0.44012892,-1.4704497,-0.020060798,2017-02-12,44,265559,84.0,92.40995,148.63055
-1.6799694,0.58110887,-17.791166,-8.486048,-4.5221405,-18.01789,-33.598457,1.8849038,-4.6726856,-0.39828598,0.028453726,-1.1913692,-1.1670926,-0.07606033,0.0006402259,-0.62106836,0.00081821065,-2.1965282,0.07716452,-0.18443336,-4.9204435,1.7033627,-0.008697578,2017-02-13,44,265559,66.0,53.37467,148.63055
-3.8009448,0.7203734,-16.698845,-9.227711,-6.3493853,-17.677233,-34.94786,0.9781234,-5.3163667,-0.46220446,0.04061978,-1.1603943,-1.1571075,-0.07393361,0.0004622552,-0.6325719,-0.0020833106,-2.195194,0.0120622255,-0.024739098,0.014532031,1.2123411,-0.0041567786,2017-02-14,44,265559,30.0,51.878334,148.63055
-7.628038,0.93094856,-16.486044,-7.9449134,-6.847873,-18.779991,-35.81255,1.8212448,-2.2406206,-0.46412545,0.052646894,-1.228491,-1.1167085,-0.05969569,0.0004622552,-0.63420737,0.0034635372,-2.2431667,-0.052728727,-0.21659452,-0.1284544,0.15652896,-0.0041567786,2017-02-15,44,265559,65.0,49.707485,148.63055
-3.0630202,0.77467513,-18.088818,-8.217713,-5.4839635,-17.40081,-34.51814,2.1648145,-9.065194,-0.37503824,0.026438063,-0.6928048,-1.1632596,-0.059269965,-0.0011648228,-0.65278774,-3.2673808e-05,-2.0115528,-0.20313369,-0.14775996,-3.9813876,0.958475,-0.008879575,2017-02-16,44,265559,55.0,47.42021,148.63055
-5.3243394,0.86314166,-14.479826,-7.381344,-6.6232195,-18.20186,-35.149765,0.7887639,-3.1183012,-0.36461452,0.04113698,-0.927092,-1.2373385,-0.055416897,-0.00081197056,-0.66827756,0.0035905659,-2.1608927,0.078213766,-0.035120256,0.121240534,0.4390842,-0.0041567786,2017-02-17,44,265559,70.0,55.23335,148.63055
-5.688657,0.6582196,-10.672704,-5.2283163,-5.29381,-18.404284,-35.632355,0.6996359,8.757842,-0.24081075,0.045997664,-0.84992784,3.220393,-0.041284714,-0.00043544627,-0.5888173,0.0092242975,-2.805267,-0.055010192,-0.17895845,0.18410206,-0.7028569,-0.0041567786,2017-02-18,44,265559,103.0,75.81833,148.63055
-0.07565376,0.6822798,-14.991224,-1.7772352,-3.6668646,-20.5954,-34.41324,0.7874009,16.240442,-0.4309533,0.04638831,-1.0038314,3.233997,-0.05156617,0.0007057092,-0.574329,0.013627164,-2.8050623,-0.03121022,1.0534533,0.07534283,-1.6269016,-0.019889662,2017-02-19,44,265559,102.0,88.70086,148.63055
-0.46239805,0.54235244,-13.995383,-8.147639,-6.1078534,-18.125128,-32.895844,0.8510817,-4.1565485,-0.51770777,0.026420405,-0.9668579,-1.2402647,-0.06880132,0.0006402259,-0.62039495,0.003802326,-2.2539022,-0.116138645,-0.2688048,-0.12334399,1.8130203,-0.0043493365,2017-02-20,44,265559,15.0,61.796524,148.63055
-8.088396,0.62050426,-18.954523,-8.770492,-6.8265758,-19.064188,-34.50333,0.43969578,-5.2891545,-0.34102607,0.038522754,-1.0830191,-1.1657156,-0.058647256,0.0004622552,-0.592225,-0.0016709694,-2.109183,-0.0766988,-0.13300377,0.09501018,0.39392692,-0.0041567786,2017-02-21,44,265559,32.0,43.156643,148.63055
-7.6918716,0.9459082,-14.216054,-4.1607385,-7.2061834,-19.023697,-36.386562,0.43800882,-2.5139716,-0.41829318,0.05276654,-1.3034686,-1.248684,-0.053431127,0.0004622552,-0.5925664,0.0034178053,-2.1768322,-0.1682216,-0.006833583,0.11076415,0.8729896,-0.0043387758,2017-02-22,44,265559,33.0,53.883114,148.63055
-7.102723,0.7048988,-16.53866,-8.112831,-6.652411,-19.060467,-33.622066,0.63194835,-9.3462515,-0.41526952,0.028589591,-1.2813022,-1.1512666,-0.06770846,-0.0011648228,-0.6171518,0.0034178053,-2.049885,-0.05606177,-0.16817522,0.0127531765,0.4840643,-0.0043387758,2017-02-23,44,265559,23.0,44.2485,148.63055
-8.433358,0.7904332,-14.322408,-4.840737,-6.6809464,-20.080315,-33.77529,0.2969029,-3.1715672,-0.41369125,0.0507064,-1.4298061,-1.1914828,-0.059184253,-0.00081197056,-0.6283379,0.0036168718,-2.1429987,0.0098779425,-0.24658592,0.1112187,-0.04745609,-0.0043387758,2017-02-24,44,265559,46.0,52.424004,148.63055
-7.263769,0.6969158,-10.348077,-0.7604627,-4.978871,-21.182951,-34.124115,0.7624537,9.022606,-0.27453122,0.047472127,-2.1280642,3.1559157,-0.043837477,-0.00043544627,-0.55457973,0.009250603,-2.750155,0.009023353,-0.17809515,0.058487926,-1.2792124,-0.010167015,2017-02-25,44,265559,95.0,76.51535,148.63055
-0.30421695,0.5777705,-9.218183,-3.7011976,-1.9844311,-21.77095,-32.60189,1.1055924,16.601675,-0.31607077,0.035258967,-2.1424358,3.2519696,-0.052302584,-0.00043544627,-0.52587044,0.009255738,-2.7280035,0.025604045,-0.44014743,0.01754257,-1.8116994,-0.0062841354,2017-02-26,44,265559,54.0,92.65115,148.63055
-4.989243,0.6379611,-18.955505,-4.20223,-6.2918186,-21.259947,-36.898354,0.5065286,-3.365727,-0.353017,0.029575849,-2.2222078,-1.2048687,-0.055489838,0.0006402259,-0.5906059,0.003977559,-2.153696,-0.079690784,-0.12218975,0.097654745,1.3981909,-0.0041567786,2017-02-27,44,265559,57.0,48.55632,148.63055
-4.809596,0.77342063,-21.200678,-8.984307,-5.2808814,-20.529133,-33.856316,1.6357521,-5.064732,-0.32220182,0.04243146,-2.0123887,-1.1712413,-0.052522793,0.008826932,-0.61349356,-0.0016709694,-2.1331792,-0.046610042,-0.17350896,0.05220279,0.6407848,-0.0041567786,2017-02-28,44,265559,109.0,45.527336,148.63055
7.809778,0.7440999,-18.988548,-6.753138,-4.848814,-22.101097,-35.227154,0.537977,-1.8770567,-0.3300202,0.086812004,11.40896,-1.1916084,1.8948469,0.0016034107,-0.6130804,-0.0039480883,-2.0563145,-0.21625537,-0.3888537,0.56106263,9.301927,-0.004412177,2017-03-01,44,265559,60.0,86.37735,148.63055
-4.756781,0.6422982,-19.224903,-9.3410425,-6.6375394,-19.162756,-34.618324,0.68561494,-8.792799,-0.2508259,0.028057309,7.007258,-1.0458194,-0.06911303,-0.0011648228,-0.6232512,0.004930196,-2.0344658,-0.03516835,-0.24979772,-0.087171964,1.1382613,-0.0041567786,2017-03-02,44,265559,44.0,51.2019,148.63055
-7.52966,0.697745,-18.41437,-5.1073084,-4.66444,-17.988718,-34.21506,1.012857,-3.0442464,-0.24825072,0.049250074,6.5360804,-1.1831979,-0.063894294,-0.00081197056,-0.6692125,0.0051292623,-1.9838346,0.03252185,-0.39279634,-0.10995082,0.08917601,-0.0041567786,2017-03-03,44,265559,51.0,61.433437,148.63055
-6.2354198,0.44838125,-11.43485,-1.2118794,-5.1841345,-18.757763,-35.38625,0.8191332,8.405858,-0.14025062,0.050647687,4.9019227,2.873205,-0.033316325,0.0007057092,-0.60075706,0.007031123,-2.6075158,0.06767141,-0.20215769,0.09233305,-0.42143893,-0.009985018,2017-03-04,44,265559,86.0,84.07176,148.63055
-3.9316328,0.6801452,-18.51461,-2.423348,-3.2495751,-20.154486,-33.42057,0.799517,15.222416,-0.12620594,0.04267101,2.6720304,3.522806,-0.09983524,-0.00043544627,-0.5547677,0.003939303,-2.7933753,-0.32523218,-0.08063958,0.11543463,-1.4773424,-0.006091577,2017-03-05,44,265559,144.0,84.53141,148.63055
6.0490384,0.71722,-16.488283,-8.663891,-5.527995,-16.15295,-32.728195,0.30489305,-4.4771442,-0.3659411,0.027163882,-0.62520313,-1.463972,-0.060777687,0.0006402259,-0.70003486,-0.00016656022,-2.0953531,-0.29982948,-0.16255048,0.066053666,3.9278617,-0.0043493365,2017-03-06,44,265559,72.0,69.90685,148.63055
-3.8603208,0.7681935,-9.056198,-10.050575,-5.786554,-10.540757,-32.662,0.3802356,-6.2099795,-0.22417746,0.036371227,-1.0450718,-1.3840871,-0.081911586,0.0004622552,-0.6526793,0.0009704735,-2.1539285,-0.06317828,-0.23397914,-0.030916106,2.0164678,-0.0045238016,2017-03-07,44,265559,37.0,67.79246,148.63055
-7.3716173,0.8944809,-14.363627,-9.9391575,-4.3646407,-17.8545,-33.519,0.39936215,-2.3529334,-0.29182783,0.049827266,-1.0406386,-1.1327146,-0.07055641,0.0004622552,-0.64136755,0.003282634,-2.1452456,0.026136957,-0.34835228,0.021981362,0.03634155,-0.0041567786,2017-03-08,44,265559,47.0,54.622093,148.63055
-6.827299,0.79397464,-18.825989,-10.102266,-5.3206367,-18.099718,-33.49086,0.37825727,-9.300439,-0.23602933,0.020152763,-1.0009029,-1.1701974,-0.07103505,-0.0011648228,-0.6360718,0.0028930735,-2.0133395,-0.09814264,-0.26263386,-0.014170483,0.18960913,-0.0043387758,2017-03-09,44,265559,45.0,42.5402,148.63055
-6.808427,0.8240172,-16.87164,-8.864112,-4.2235126,-18.403667,-33.142197,0.36104295,-3.22928,-0.22813869,0.042425387,-1.0570779,-1.1309841,-0.06251084,-0.00081197056,-0.6649505,0.003320484,-2.0166435,-0.018171243,-0.23255645,0.07181511,-0.6756041,-0.0041567786,2017-03-10,44,265559,39.0,52.298744,148.63055
-7.9231462,0.54056954,-13.968621,-2.927442,-2.3179395,-18.465206,-34.96335,0.9077774,8.952344,-0.104364894,0.04814919,-1.3322362,2.9060662,-0.04369535,-0.00043544627,-0.54955363,0.008203934,-2.6909719,0.0063515436,-0.32647297,0.1307561,-1.335179,-0.004075397,2017-03-11,44,265559,80.0,75.1781,148.63055
-4.680187,0.5334156,-6.0343757,-8.788077,-4.3109555,-19.370962,-33.478657,1.5528677,16.805628,-0.20889577,0.04113529,-1.226096,3.4795115,-0.024938088,0.0007057092,-0.5531746,0.014344526,-3.043348,-0.13514593,0.9092775,0.115891114,-1.4888477,-0.0061838194,2017-03-12,44,265559,97.0,88.73353,148.63055
-0.5525566,0.5645247,-13.712992,-7.5172796,-3.7976816,-19.09546,-32.18725,0.86983013,-4.1689043,-0.30985135,-0.07814982,-1.1181502,-1.1985581,-0.06824283,0.0017813814,-0.67109364,0.0033899848,-2.1856096,-0.04936321,-0.2844703,0.061656754,1.73248,-0.0043493365,2017-03-13,44,265559,44.0,64.86432,148.63055
-6.435893,0.62076193,-19.351223,-0.009408247,-6.5708895,-19.99349,-34.892624,1.018404,-5.2753797,-0.2509319,0.042110495,-1.3265864,-1.5555383,-0.061825432,0.0016034107,-0.6862623,-0.0020002767,-2.1013536,-0.05743237,-0.2070787,-0.0063559357,0.5641467,-0.009985018,2017-03-14,44,265559,63.0,52.0833,148.63055
-4.8954763,0.6868946,-17.990604,-7.7141037,-4.396749,-19.55803,-33.412872,0.94542336,-2.1489904,-0.5016516,0.05294071,-1.2346411,-1.3960706,-0.06352776,0.0016034107,-0.64188176,0.004367049,-2.2074683,0.03517949,0.96581304,0.04984744,0.821284,-0.0039856415,2017-03-15,44,265559,69.0,56.027847,148.63055
-3.4544144,0.901164,-20.371496,-8.137229,-5.421238,-18.527956,-33.369297,2.1441214,-9.095241,-0.25068498,0.023738079,-0.68752176,-1.2115805,-0.07630642,-0.0011648228,-0.65637314,0.003088498,-2.0485954,0.06728441,-0.38224384,0.006814448,0.8404019,-0.0041567786,2017-03-16,44,265559,22.0,48.921665,148.63055
-7.630989,0.7721312,-19.616915,-8.774642,-3.9832838,-19.556303,-34.76882,0.79060775,-3.33382,-0.22403008,0.042708483,-0.9549714,-1.2167108,-0.05759838,-0.00081197056,-0.6386402,0.0032875645,-1.988776,-0.05033408,-0.0110693835,0.086702555,-0.6718207,-0.0041567786,2017-03-17,44,265559,74.0,46.84228,148.63055
-5.3407583,0.68820155,-14.324553,-4.1672583,-2.5602827,-19.249437,-34.70848,0.58337784,8.470829,-0.09280246,0.046117306,-1.0344539,2.9454498,-0.08828037,-0.00043544627,-0.55627,0.0082368525,-2.6688662,-0.12979098,-0.33295935,0.12659559,-1.021134,-0.0043387758,2017-03-18,44,265559,92.0,75.21929,148.63055
-0.7121698,0.67639387,-9.700752,0.8747917,-3.6252112,-19.598698,-34.34823,0.77960587,15.825798,-0.12501918,0.019236244,-0.96139747,3.4357986,-0.057901505,-0.00043544627,-0.58067626,0.009345521,-2.7253287,-0.59103954,-0.59949553,0.079125844,-1.2563432,-0.020376408,2017-03-19,44,265559,124.0,95.42764,148.63055
5.7022986,0.68728137,-17.79103,-3.5731041,-4.9989786,-17.606524,-33.247196,0.23200884,-4.558305,-0.25030005,0.038995713,-1.0324212,-1.3777812,-0.061535873,0.0006402259,-0.63081694,0.003977559,-2.083486,-0.37552294,-0.16233505,0.11579797,7.690135,-0.0043493365,2017-03-20,44,265559,62.0,75.34806,148.63055
-4.6064315,0.86987436,-13.934827,-9.806115,-6.698546,-17.185743,-33.02931,0.4564695,-5.758714,-0.20044793,0.035791196,-1.0693351,-1.1235476,-0.08014498,0.0004622552,-0.62125665,-0.0012959307,-2.226713,0.0011899259,-0.17921034,-0.054846242,0.6938441,-0.0045238016,2017-03-21,44,265559,48.0,54.10718,148.63055
-6.9586844,0.8747821,-14.016215,-8.997906,-7.113341,-17.75451,-33.453316,0.36024517,-2.4975922,-0.26352724,0.052021727,-1.105327,-1.1078904,-0.064369515,0.0004622552,-0.6273871,0.0038448847,-2.231998,0.012131045,-0.0876562,0.09148667,0.15008818,-0.0041567786,2017-03-22,44,265559,33.0,53.891735,148.63055
-7.3698106,0.7147266,-19.337431,-9.074267,-6.718462,-18.17819,-33.242344,0.6411123,-9.298854,-0.20753796,0.028589591,-1.2224731,-1.1422639,-0.054749407,-0.0011648228,-0.6113207,0.0033347714,-1.9284232,-0.06880877,-0.1481905,0.02923596,0.38509053,-0.0041567786,2017-03-23,44,265559,46.0,41.824192,148.63055
-6.845936,0.84752303,-13.366671,-9.299287,-6.552024,-18.130438,-32.747955,0.40022537,-2.9148798,-0.20144069,0.043941107,-1.4439334,-1.080426,-0.052683167,-0.00081197056,-0.60708743,0.0034618,-2.109132,0.015328059,-0.095864475,0.09574852,-0.5682461,-0.0043387758,2017-03-24,44,265559,66.0,54.015648,148.63055
-5.9166155,0.6164157,-11.249722,-4.7280817,-3.0420744,-18.15525,-33.08841,0.7129619,8.831321,-0.047588773,0.04664544,-2.21363,2.927493,-0.043114666,-0.00043544627,-0.56527495,0.0086364355,-2.6545925,-0.23835672,-0.29994348,0.1336712,-1.0034491,-0.0041567786,2017-03-25,44,265559,89.0,78.65703,148.63055
-3.64303,0.67035526,-7.9742947,-2.6879516,-5.728218,-19.233084,-32.559513,1.0255561,16.69183,-0.06513256,0.04395773,-1.9829772,3.3699265,-0.03250148,-0.00043544627,-0.54588115,0.009486836,-2.7504542,-0.015600498,0.089065015,0.13215189,-1.5062773,-0.0061729588,2017-03-26,44,265559,103.0,91.93139,148.63055
-0.5138009,0.6029629,-16.371502,-7.4799085,-5.2494555,-19.56584,-29.788895,1.4927614,-3.7800217,-0.31366253,0.026097646,-2.131742,-1.2335047,-0.06163578,0.0006402259,-0.6256924,0.003977559,-2.178219,-0.35448572,-0.30687332,-0.057776842,1.9174538,-0.0043493365,2017-03-27,44,265559,61.0,62.657112,148.63055
-4.886119,0.6500558,-18.062769,-6.9998612,-2.6848316,-18.544567,-30.855566,0.6647779,-5.0616937,-0.21782671,0.030290447,-2.2373374,-1.2452201,-0.0779924,0.0004622552,-0.6373454,-0.00124389,-2.0882168,-0.017348012,-0.23242447,-0.006055277,1.1597521,-0.004075397,2017-03-28,44,265559,36.0,57.275394,148.63055
-7.6248856,0.9128869,-19.141876,-4.881102,-5.2068124,-18.902637,-32.704918,0.7325777,-2.309223,-0.28142455,0.04268722,-2.1540165,-1.283342,-0.06109787,0.0004622552,-0.62206316,0.003522762,-2.039203,0.02374633,-0.123252295,0.026646305,0.5373927,-0.0041567786,2017-03-29,44,265559,50.0,53.57048,148.63055
-6.021227,0.696136,-20.537796,-9.349775,-5.9860024,-18.54726,-32.886875,1.7293113,-9.149304,-0.2152989,-0.08796703,-2.04117,-1.1555064,-0.074705906,-0.0011648228,-0.6189269,0.003792844,-2.0025868,0.005323805,-0.20426032,0.1078293,0.61149776,-0.0043387758,2017-03-30,44,265559,41.0,42.900288,148.63055
-7.5334306,0.74788666,-14.510338,-4.809849,-5.707462,-18.066212,-32.15204,0.65475464,-2.790185,-0.21676922,0.038619477,-2.106625,-1.2479044,-0.05959883,0.032300428,-0.7028413,0.003919873,-2.0934064,0.041957054,-0.24041723,-0.00976618,-0.05293179,-0.0041567786,2017-03-31,44,265559,68.0,57.84606,148.63055
-5.6969233,0.30839372,-11.889685,-2.9630723,-4.1771574,-20.404982,-35.14178,0.826823,7.047984,0.20432803,0.13807198,12.404002,2.4203002,1.4791615,-0.00043544627,-0.55157775,0.0027275123,-2.728347,0.29445544,-0.43644863,0.26129305,-0.84337753,-0.004219619,2017-04-01,44,265559,179.0,89.180145,148.63055
8.82943,0.5982647,-9.964443,-0.85884714,-0.5787573,-16.677969,-31.220776,2.6346238,16.731632,-0.048384394,0.06163162,7.856979,3.6451592,0.00069127977,-0.00043544627,-0.67769307,-0.006130278,-2.1682093,-0.35690176,-0.6977766,0.43174073,-3.2123501,-0.20569272,2017-04-02,44,265559,99.0,122.74636,148.63055
-1.2314123,-0.23463762,-13.796542,-7.836714,-4.4736567,-18.549105,-32.692818,1.1144425,-3.609038,-0.45630616,0.03690106,6.7076125,-1.3445102,-0.0750127,0.0006402259,-0.6340082,0.0050544217,-2.1283312,-0.1176402,-0.40597183,-0.0112888375,2.5197911,-0.0047163595,2017-04-03,44,265559,50.0,71.41337,148.63055
-5.6917286,0.6365923,-18.331697,-9.491202,-6.787533,-18.234848,-34.478897,1.3740875,-5.035045,-0.08408367,0.051427014,4.558891,-1.1266844,-0.07237906,0.0016034107,-0.64997464,-0.0031225653,-2.1354518,-0.10839869,-0.36767268,-0.09998174,1.379396,-0.0041567786,2017-04-04,44,265559,30.0,53.92969,148.63055
-8.212759,0.8637212,-17.238749,-10.63887,-7.111367,-18.230154,-34.624306,1.0559827,-2.3802118,-0.136534,0.06023814,1.7491264,-1.1134926,-0.054867897,0.0004622552,-0.6274377,-0.00058514293,-2.143213,-0.023345068,-0.25063032,0.04450788,0.21541192,-0.0041567786,2017-04-05,44,265559,74.0,49.82933,148.63055
-3.2066555,0.8397804,-18.274479,-8.875951,-6.1749525,-14.973092,-33.05433,1.8013065,-9.725582,-0.08839284,0.039838348,-0.64375204,-1.3004248,-0.06869698,-2.366741e-05,-0.7024043,-0.00038092182,-1.8838644,-0.043397054,-0.34472045,0.085154474,1.5843303,-0.0043387758,2017-04-06,44,265559,38.0,53.61555,148.63055
-7.3421745,0.8541085,-13.730902,-3.8267312,-6.800945,-16.632654,-36.178055,0.8373036,-3.1494772,-0.07588254,0.0532605,-0.42810577,-1.2211734,-0.062469684,-0.00081197056,-0.6852667,-0.00025389314,-2.1338756,0.046347387,-0.25162,0.085377075,0.37498793,-0.0041567786,2017-04-07,44,265559,41.0,58.35745,148.63055
-9.756569,0.6814255,14.30055,-6.4308724,-5.588216,-17.194572,-35.64817,1.2124397,8.599443,0.0677809,1.0248958,-1.071457,3.5648391,-0.04010731,-0.00043544627,-0.6350299,0.008880812,-2.6849153,-0.113374054,-0.65101343,0.18334393,-0.86193323,-0.0043387758,2017-04-08,44,265559,54.0,97.59317,148.63055
-7.1074657,0.7090023,-10.86318,-1.5459133,-3.9977002,-20.07843,-34.114044,0.78623044,14.485201,0.040465385,0.051079758,-1.2004818,3.4625154,-0.055606205,-0.00043544627,-0.58287853,-0.073927894,-2.776242,-0.039649714,-0.34492168,0.21105768,-1.9624593,-0.01986824,2017-04-09,44,265559,113.0,83.61296,148.63055
4.032697,0.88406694,-16.81181,-7.087174,-4.8301096,-20.26952,-31.340595,0.38920245,-3.6075015,-0.154566,0.03765965,-1.097812,-1.4599186,-0.07033887,0.0006402259,-0.6365994,0.0036778988,-2.1232266,-0.2697784,-0.2463594,0.12460465,6.428721,-0.0043493365,2017-04-10,44,265559,60.0,70.522224,148.63055
-4.3326473,1.0420339,-18.7146,-9.45741,-4.273492,-19.339445,-32.278618,0.33581677,-2.8292632,-0.05433293,0.03931988,-1.1714541,-1.1839998,-0.06358786,0.0006402259,-0.61440736,-0.014063357,-2.107568,-0.010495834,-0.20795308,0.10282743,1.137424,-0.0041567786,2017-04-10,44,265559,60.0,54.631115,148.63055
-5.28743,0.8508982,-15.470254,-7.714298,-4.3814435,-18.397696,-31.783699,1.6526598,-5.233005,-0.08845857,0.05206596,-1.2701064,-1.1017374,-0.0769061,0.0016034107,-0.64396787,0.027241422,-2.3139586,-0.041950222,0.41941267,0.03503312,1.1523474,-0.0039856415,2017-04-11,44,265559,55.0,59.012917,148.63055
-5.3995924,0.9383204,-21.01768,-8.459431,-6.377694,-19.846664,-32.790237,1.8876414,-2.0437865,-0.14847821,0.05660637,-1.1952757,-1.1357999,-0.06498579,0.0016034107,-0.6183765,-0.014634937,-2.0895472,0.020941548,-0.56626683,-0.005557794,1.4038923,-0.0039856415,2017-04-12,44,265559,52.0,51.161552,148.63055
-6.1741414,0.7876326,-19.235743,-5.371327,-4.547802,-18.260477,-31.092981,1.0568953,-9.48932,-0.17091192,0.03943267,-1.4232243,-1.2789127,-0.055347774,-2.366741e-05,-0.66839945,-0.017222377,-2.0902684,-0.06731173,0.90018916,-0.0067614587,1.682971,-0.0039856415,2017-04-13,44,265559,53.0,53.143536,148.63055
