id,date,store_nbr,item_nbr,unit_sales,onpromotion,year,month,day,dayofweek,dayofyear,week,quarter,time_idx,is_weekend,is_month_start,is_month_end,is_holiday,general_impact,meat_restriction,holiday_impact,family,perishable,family_encoded
197191,2013-01-06,44,564287,146.0,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
197238,2013-01-06,44,584028,174.758,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,MEATS,1,4
197606,2013-01-06,44,903285,60.097,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,POULTRY,1,5
197767,2013-01-06,44,1047679,979.0,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,BEVERAGES,0,0
205243,2013-01-06,51,265559,74.0,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,GROCERY I,0,3
205353,2013-01-06,51,364606,94.0,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,GROCERY I,0,3
205487,2013-01-06,51,502331,95.0,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
205551,2013-01-06,51,564287,29.0,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
205596,2013-01-06,51,584028,70.717,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,MEATS,1,4
205921,2013-01-06,51,903285,121.875,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,POULTRY,1,5
206060,2013-01-06,51,1047679,96.0,0,2013,1,6,6,6,1,1,4,1,0,0,0,0,0,0,BEVERAGES,0,0
236733,2013-01-07,44,265559,106.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,GROCERY I,0,3
236851,2013-01-07,44,364606,145.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,GROCERY I,0,3
236990,2013-01-07,44,502331,127.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
237063,2013-01-07,44,564287,71.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
237107,2013-01-07,44,584028,199.152,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,MEATS,1,4
237615,2013-01-07,44,1047679,541.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,BEVERAGES,0,0
244675,2013-01-07,51,265559,43.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,GROCERY I,0,3
244777,2013-01-07,51,364606,94.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,GROCERY I,0,3
244896,2013-01-07,51,502331,71.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
244949,2013-01-07,51,564287,18.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
244994,2013-01-07,51,584028,36.303,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,MEATS,1,4
245292,2013-01-07,51,903285,22.367,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,POULTRY,1,5
245425,2013-01-07,51,1047679,55.0,0,2013,1,7,0,7,2,1,5,0,0,0,0,0,0,0,BEVERAGES,0,0
276001,2013-01-08,44,265559,87.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,GROCERY I,0,3
276120,2013-01-08,44,364606,124.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,GROCERY I,0,3
276260,2013-01-08,44,502331,85.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
276329,2013-01-08,44,564287,60.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
276375,2013-01-08,44,584028,114.616,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,MEATS,1,4
276721,2013-01-08,44,903285,26.188,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,POULTRY,1,5
276885,2013-01-08,44,1047679,434.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,BEVERAGES,0,0
283853,2013-01-08,51,265559,17.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,GROCERY I,0,3
283958,2013-01-08,51,364606,66.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,GROCERY I,0,3
284073,2013-01-08,51,502331,52.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
284129,2013-01-08,51,564287,2.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
284170,2013-01-08,51,584028,41.374,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,MEATS,1,4
284467,2013-01-08,51,903285,64.464,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,POULTRY,1,5
284599,2013-01-08,51,1047679,63.0,0,2013,1,8,1,8,2,1,6,0,0,0,0,0,0,0,BEVERAGES,0,0
314877,2013-01-09,44,265559,93.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,GROCERY I,0,3
315001,2013-01-09,44,364606,176.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,GROCERY I,0,3
315142,2013-01-09,44,502331,65.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
315211,2013-01-09,44,564287,25.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
315257,2013-01-09,44,584028,105.576,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,MEATS,1,4
315620,2013-01-09,44,903285,45.185,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,POULTRY,1,5
315788,2013-01-09,44,1047679,593.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,BEVERAGES,0,0
322840,2013-01-09,51,265559,41.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,GROCERY I,0,3
322946,2013-01-09,51,364606,75.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,GROCERY I,0,3
323068,2013-01-09,51,502331,69.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
323128,2013-01-09,51,564287,33.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
323174,2013-01-09,51,584028,42.869,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,MEATS,1,4
323494,2013-01-09,51,903285,126.05,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,POULTRY,1,5
323637,2013-01-09,51,1047679,67.0,0,2013,1,9,2,9,2,1,7,0,0,0,0,0,0,0,BEVERAGES,0,0
353500,2013-01-10,44,265559,58.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,GROCERY I,0,3
353620,2013-01-10,44,364606,132.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,GROCERY I,0,3
353758,2013-01-10,44,502331,52.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
353827,2013-01-10,44,564287,22.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
353872,2013-01-10,44,584028,91.798,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,MEATS,1,4
354214,2013-01-10,44,903285,37.564,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,POULTRY,1,5
354374,2013-01-10,44,1047679,700.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,BEVERAGES,0,0
361215,2013-01-10,51,265559,28.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,GROCERY I,0,3
361318,2013-01-10,51,364606,50.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,GROCERY I,0,3
361425,2013-01-10,51,502331,42.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
361486,2013-01-10,51,564287,14.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
361526,2013-01-10,51,584028,37.182,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,MEATS,1,4
361840,2013-01-10,51,903285,35.429,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,POULTRY,1,5
361981,2013-01-10,51,1047679,83.0,0,2013,1,10,3,10,2,1,8,0,0,0,1,0,0,0,BEVERAGES,0,0
392400,2013-01-11,44,265559,114.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,GROCERY I,0,3
392521,2013-01-11,44,364606,116.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,GROCERY I,0,3
392666,2013-01-11,44,502331,69.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
392733,2013-01-11,44,564287,29.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
392778,2013-01-11,44,584028,255.071,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,MEATS,1,4
393138,2013-01-11,44,903285,15.668,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,POULTRY,1,5
393300,2013-01-11,44,1047679,726.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BEVERAGES,0,0
400439,2013-01-11,51,265559,39.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,GROCERY I,0,3
400547,2013-01-11,51,364606,58.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,GROCERY I,0,3
400670,2013-01-11,51,502331,55.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
400729,2013-01-11,51,564287,3.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
400766,2013-01-11,51,584028,27.939,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,MEATS,1,4
401086,2013-01-11,51,903285,72.721,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,POULTRY,1,5
401218,2013-01-11,51,1047679,174.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BEVERAGES,0,0
434112,2013-01-12,44,265559,104.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,GROCERY I,0,3
434239,2013-01-12,44,364606,168.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,GROCERY I,0,3
434387,2013-01-12,44,502331,104.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BREAD/BAKERY,1,1
434459,2013-01-12,44,564287,83.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BREAD/BAKERY,1,1
434506,2013-01-12,44,584028,148.535,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,MEATS,1,4
434877,2013-01-12,44,903285,66.172,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,POULTRY,1,5
435048,2013-01-12,44,1047679,631.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BEVERAGES,0,0
442538,2013-01-12,51,265559,60.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,GROCERY I,0,3
442648,2013-01-12,51,364606,83.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,GROCERY I,0,3
442771,2013-01-12,51,502331,71.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BREAD/BAKERY,1,1
442834,2013-01-12,51,564287,28.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BREAD/BAKERY,1,1
442876,2013-01-12,51,584028,23.283,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,MEATS,1,4
443199,2013-01-12,51,903285,21.1,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,POULTRY,1,5
443347,2013-01-12,51,1047679,161.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BEVERAGES,0,0
476172,2013-01-13,44,265559,156.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,GROCERY I,0,3
476297,2013-01-13,44,364606,189.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,GROCERY I,0,3
476443,2013-01-13,44,502331,165.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,BREAD/BAKERY,1,1
476517,2013-01-13,44,564287,106.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,BREAD/BAKERY,1,1
476564,2013-01-13,44,584028,179.242,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,MEATS,1,4
476927,2013-01-13,44,903285,40.464,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,POULTRY,1,5
477090,2013-01-13,44,1047679,679.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,BEVERAGES,0,0
484619,2013-01-13,51,265559,64.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,GROCERY I,0,3
484722,2013-01-13,51,364606,106.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,GROCERY I,0,3
484848,2013-01-13,51,502331,81.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,BREAD/BAKERY,1,1
484910,2013-01-13,51,564287,22.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,BREAD/BAKERY,1,1
484955,2013-01-13,51,584028,48.444,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,MEATS,1,4
485295,2013-01-13,51,903285,104.1,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,POULTRY,1,5
485438,2013-01-13,51,1047679,92.0,0,2013,1,13,6,13,2,1,11,1,0,0,1,1,0,1,BEVERAGES,0,0
516266,2013-01-14,44,265559,95.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,GROCERY I,0,3
516387,2013-01-14,44,364606,119.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,GROCERY I,0,3
516531,2013-01-14,44,502331,71.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
516604,2013-01-14,44,564287,37.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
516650,2013-01-14,44,584028,76.727,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,MEATS,1,4
516996,2013-01-14,44,903285,13.473,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,POULTRY,1,5
517161,2013-01-14,44,1047679,683.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,BEVERAGES,0,0
524121,2013-01-14,51,265559,18.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,GROCERY I,0,3
524220,2013-01-14,51,364606,80.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,GROCERY I,0,3
524337,2013-01-14,51,502331,59.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
524441,2013-01-14,51,584028,40.707,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,MEATS,1,4
524751,2013-01-14,51,903285,81.279,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,POULTRY,1,5
524886,2013-01-14,51,1047679,121.0,0,2013,1,14,0,14,3,1,12,0,0,0,1,0,0,0,BEVERAGES,0,0
555899,2013-01-15,44,265559,78.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,GROCERY I,0,3
556016,2013-01-15,44,364606,96.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,GROCERY I,0,3
556158,2013-01-15,44,502331,68.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
556226,2013-01-15,44,564287,41.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
556272,2013-01-15,44,584028,87.414,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,MEATS,1,4
556623,2013-01-15,44,903285,2.226,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,POULTRY,1,5
556775,2013-01-15,44,1047679,547.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,BEVERAGES,0,0
563759,2013-01-15,51,265559,60.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,GROCERY I,0,3
563865,2013-01-15,51,364606,74.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,GROCERY I,0,3
563980,2013-01-15,51,502331,44.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,BREAD/BAKERY,1,1
564083,2013-01-15,51,584028,117.42,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,MEATS,1,4
564392,2013-01-15,51,903285,39.351,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,POULTRY,1,5
564523,2013-01-15,51,1047679,181.0,0,2013,1,15,1,15,3,1,13,0,0,0,1,0,0,0,BEVERAGES,0,0
595653,2013-01-16,44,265559,108.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,GROCERY I,0,3
595780,2013-01-16,44,364606,153.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,GROCERY I,0,3
595923,2013-01-16,44,502331,84.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
595996,2013-01-16,44,564287,58.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
596043,2013-01-16,44,584028,121.808,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,MEATS,1,4
596412,2013-01-16,44,903285,45.213,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,POULTRY,1,5
596573,2013-01-16,44,1047679,265.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,BEVERAGES,0,0
603818,2013-01-16,51,265559,41.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,GROCERY I,0,3
603929,2013-01-16,51,364606,87.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,GROCERY I,0,3
604054,2013-01-16,51,502331,80.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
604162,2013-01-16,51,584028,122.94,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,MEATS,1,4
604507,2013-01-16,51,903285,96.658,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,POULTRY,1,5
604652,2013-01-16,51,1047679,24.0,0,2013,1,16,2,16,3,1,14,0,0,0,0,0,0,0,BEVERAGES,0,0
635128,2013-01-17,44,265559,66.0,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,GROCERY I,0,3
635246,2013-01-17,44,364606,103.0,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,GROCERY I,0,3
635385,2013-01-17,44,502331,63.0,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
635456,2013-01-17,44,564287,25.0,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
635500,2013-01-17,44,584028,106.394,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,MEATS,1,4
635857,2013-01-17,44,903285,54.987,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,POULTRY,1,5
636023,2013-01-17,44,1047679,4.0,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,BEVERAGES,0,0
643046,2013-01-17,51,265559,16.0,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,GROCERY I,0,3
643146,2013-01-17,51,364606,51.0,0,2013,1,17,3,17,3,1,15,0,0,0,0,0,0,0,GROCERY I,0,3
