id,date,store_nbr,item_nbr,unit_sales,onpromotion,year,month,day,dayofweek,dayofyear,week,quarter,time_idx,is_weekend,is_month_start,is_month_end,is_holiday,general_impact,meat_restriction,holiday_impact,family,perishable,family_encoded,temperature_c,rainfall_mm,windspeed_kmh,cpi_normalized,fuel_normalized
400670,2013-01-11,51,502331,55.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BREAD/BAKERY,1,1,26.3,0.0,17.7,-1.2180307406003954,1.182669844250908
400729,2013-01-11,51,564287,3.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BREAD/BAKERY,1,1,26.3,0.0,17.7,-1.2180307406003954,1.182669844250908
400766,2013-01-11,51,584028,27.939,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,MEATS,1,4,26.3,0.0,17.7,-1.2180307406003954,1.182669844250908
401086,2013-01-11,51,903285,72.721,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,POULTRY,1,5,26.3,0.0,17.7,-1.2180307406003954,1.182669844250908
401218,2013-01-11,51,1047679,174.0,0,2013,1,11,4,11,2,1,9,0,0,0,1,0,0,0,BEVERAGES,0,0,26.3,0.0,17.7,-1.2180307406003954,1.182669844250908
434112,2013-01-12,44,265559,104.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,GROCERY I,0,3,26.0,0.0,17.4,-1.2180307406003954,1.182669844250908
434239,2013-01-12,44,364606,168.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,GROCERY I,0,3,26.0,0.0,17.4,-1.2180307406003954,1.182669844250908
434387,2013-01-12,44,502331,104.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BREAD/BAKERY,1,1,26.0,0.0,17.4,-1.2180307406003954,1.182669844250908
434459,2013-01-12,44,564287,83.0,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,BREAD/BAKERY,1,1,26.0,0.0,17.4,-1.2180307406003954,1.182669844250908
434506,2013-01-12,44,584028,148.535,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,MEATS,1,4,26.0,0.0,17.4,-1.2180307406003954,1.182669844250908
434877,2013-01-12,44,903285,66.172,0,2013,1,12,5,12,2,1,10,1,0,0,1,0,0,0,POULTRY,1,5,26.0,0.0,17.4,-1.2180307406003954,1.182669844250908
